idx,text,label
3700,The habitat will be on the list of conservation. The habitat of the bushbucks is constantly being destroyed by humans.,None
3701,Astronomers calculated the energy released by the star in the second it exploded. He changed its ranges many times.,None
3702,Astronomers calculated the energy released by the star in the second it exploded. The calculating luminosity was amazing.,effect
3703,The wolves devoured the sambars. Lots of people smoking have atherosclerosis in America.,None
3704,The wolves devoured the sambars. This prairie is the habitat of wolves.,cause
3705,The cat has barriers in its fallopian tubes. This prevents it from reproducing normally.,effect
3706,The cat has barriers in its fallopian tubes. It has a lot of babies.,None
3707,An infected tick bit Tom one hour ago. Tom got an infection.,effect
3708,An infected tick bit Tom one hour ago. Tom was diagnosed with pneumonia.,None
3709,Some vital functions couldn't be fulfilled anymore. Jessy's cecums were cut.,cause
3710,Some vital functions couldn't be fulfilled anymore. Tom's mucous membrane got severe inflammation.,None
3711,Gulls and scoters etc. can be his food. The beast lived in the forest.,None
3712,Gulls and scoters etc. can be his food. Tom makes a living by shooting seabirds.,cause
3713,Tom studies human condition. Tom studies disability.,effect
3714,Tom studies human condition. Tom was fallen behind.,None
3715,He became obese. Tom has eaten a lot of statins.,None
3716,He became obese. Tom often eats junk food.,cause
3717,The perimeter of the athletic field  is very large. There are a lot of people on the athletic field.,None
3718,The perimeter of the athletic field  is very large. It takes  a long time to walk around the athletic field.,effect
3719,Tom and Mary are friends. They build a clique to share common interest.,effect
3720,Tom and Mary are friends. They go to school together everyday.,None
3721,John has bad communications skills. He is not good at expressing his meaning to others.,effect
3722,John has bad communications skills. He can't wake up anymore.,None
3723,Manny suffered from a deficiency of zinc. He retarded physical development.,effect
3724,Manny suffered from a deficiency of zinc. The doctor advised him to take thiamine supplements.,None
3725,Jack's skin has an imbalance of oil and moisture. He suffered from the problem of Necrosis.,None
3726,Jack's skin has an imbalance of oil and moisture. Jack has a skin disease.,effect
3727,He achieved a great development. This male kiang has reached the age of two.,None
3728,He achieved a great development. He gained a new ability.,cause
3729,Emily is a very maintenance-conscious person. Her brain keeps thinking.,None
3730,Emily is a very maintenance-conscious person. She always wears sunglasses and a parasol before going out.,effect
3731,They take a clock and place it next to the board. My friends are playing chess.,None
3732,They take a clock and place it next to the board. Tom and Mary want to play chess.,cause
3733,This custom has been passed down in China for thousands of years without changing. Tom says that his grandpa always has arrhythmia.,None
3734,"This custom has been passed down in China for thousands of years without changing. The Spring Festival is coming, and everyone will go home regardless of the distance.",cause
3735,He is losing body fat. Jack often goes to the gym to build up his muscles.,cause
3736,He is losing body fat. Jack often eats sweets.,None
3737,The lambs shrinked a lot during shipping. Yield disadvantage was shown.,None
3738,The lambs shrinked a lot during shipping. The total body weight of them reduced a lot.,effect
3739,Tom has mixed some salt and cucumbers together. These cucumbers can be stored in a fresh state for a long time.,effect
3740,Tom has mixed some salt and cucumbers together. The doctor said that Tom had high blood pressure.,None
3741,He was aware of us. John has learned cosmology for years.,None
3742,He was aware of us. He was observing us.,cause
3743,John threw away his helmet. He even lost his minimal protection.,effect
3744,John threw away his helmet. John won't smoke cigarettes.,None
3745,Jack is under great pressure at work this year. His manager helped him work it out.,None
3746,Jack is under great pressure at work this year. His nice lifstyle has become a stressful one.,effect
3747,We looked for fish in shallow water. We found lancelets.,effect
3748,We looked for fish in shallow water. Fishing boat are floating all the time.,None
3749,Contraception is advocated here. This passage is the definition of dominant gene.,None
3750,Contraception is advocated here. Women's health care is valued in the country.,cause
3751,They communicate their different cultures with each other. John is one of the few elites in society.,None
3752,They communicate their different cultures with each other. Tom and Lucy are foreigners.,cause
3753,They found that the battery life of the new model increased significantly. A high pressure system touches as low pressure system.,None
3754,They found that the battery life of the new model increased significantly. They compared the latest product with the old one.,cause
3755,Tom's hound is violent. He should supervise it seriously inorder to prevent hurting other people.,effect
3756,Tom's hound is violent. He threw the leatherback into the sea.,None
3757,The echovirus caught her attention. Lisa studied the enterovirus family.,cause
3758,The echovirus caught her attention. Alice has done a research about ectotherms.,None
3759,The chemical experiment uses fulleren. This chemical experiment requires materials that are resistant to ultra-low temperatures.,None
3760,The chemical experiment uses fulleren. This chemical experiment needs a kind of material with highly symmetrical carbon-cage structure.,cause
3761,Construction workers choose slate as raw material. The builders are building the roof.,cause
3762,Construction workers choose slate as raw material. The skyscraper is under construction.,None
3763,I felt cold. I stayed close to the fridge.,None
3764,I felt cold. I stayed close to the oven.,effect
3765,Neither she nor her family should eat too much protein. Amy has a lung problem and she can not cough up fluids accumulated in the lungs.,None
3766,Neither she nor her family should eat too much protein. Amazons are sensitive to too much protein.,cause
3767,The doctor advised him to learn finger pressure instead of acupuncture and take it at home. Mr. Peter was too busy to go to the hospital for acupuncture treatment.,cause
3768,The doctor advised him to learn finger pressure instead of acupuncture and take it at home. The patient showed symptoms of natriuresis.,None
3769,He is able to learn a number of languages. The main character has brilliant intelligence.,cause
3770,He is able to learn a number of languages. His major job is translating.,None
3771,Wilson wanted to plant a lemon tree. He kept the seeds of lemon.,effect
3772,Wilson wanted to plant a lemon tree. The teacher provided some clays.,None
3773,She's menopausal. The patient can't stop coughing.,None
3774,She's menopausal. Mary's gone through menopause.,cause
3775,They gave birth to baby shrews. The offsprings generated in the experiment were Heterozygotes.,None
3776,They gave birth to baby shrews. Some shrews were found in this area.,cause
3777,Peter added cobalt to the solution. He drew some alkanes.,None
3778,Peter added cobalt to the solution. The solution turns blue.,effect
3779,I heard sound of kinglets. The sound comes from a evergreen forest.,effect
3780,I heard sound of kinglets. They gulp large pieces of meat.,None
3781,The researcher separated the outer membrane of them. The researcher wanted to destroy disease-causing microbes.,None
3782,The researcher separated the outer membrane of them. The researcher is analyzing the mycobacteria.,cause
3783,It became the cave of Upper Cave Men some day. The conditions in this place are very good.,None
3784,It became the cave of Upper Cave Men some day. It was still a small crack in the rock millions of years ago.,cause
3785,They helped kids fight the damaging effects of free radicals in their young growing bodies. Kids were required to take antioxidants by school.,cause
3786,They helped kids fight the damaging effects of free radicals in their young growing bodies. Kids were required to take antibiotic by school.,None
3787,It flows through American and Canada. There is a long river.,cause
3788,It flows through American and Canada. A Grand Canal goes through the city.,None
3789,The teacher asked her to supplement it with key components. There is something wrong with her cone.,None
3790,The teacher asked her to supplement it with key components. Lucy gave an empty answer.,cause
3791,He found bring bulges in the flat disk-like spiral. He looked at the center of the spiral of the star with Kepler telescope.,cause
3792,He found bring bulges in the flat disk-like spiral. He looked at the center of the spiral of the tree with Kepler telescope.,None
3793,There is a cheetah in the forest. Squirrels can survive the winter with the food.,None
3794,There is a cheetah in the forest. It always has an accurate hunting during the day time.,effect
3795,Its string was broken. Tom cut the watermelon.,None
3796,Its string was broken. Lucy fiddled the guitar too hard.,cause
3797,Tom eats bread for breakfast. Tom is very energetic all morning.,effect
3798,Tom eats bread for breakfast. Tom wants to show off his cooking skills.,None
3799,Tom added various colors into a bottle of white pigment. He got a bottle of black pigment.,None
3800,Tom added various colors into a bottle of white pigment. He got a bottle of opalescent pigment.,effect
3801,He laughed during killing. The murderer was sad about killing that girl.,None
3802,He laughed during killing. This perverted murderer got great sense of fulfillment in killing.,cause
3803,Jack cries when he is uncomfortable. Jack feels sad.,None
3804,Jack cries when he is uncomfortable. Jack feels better.,effect
3805,He uses some palladium to replace it when conducting chemical experiments. Tom has run out of the platinum in the laboratory.,cause
3806,He uses some palladium to replace it when conducting chemical experiments. Tom has run out of the palladium in the laboratory.,None
3807,"The professor said the correct answer is laterality. In this chemistry exam, there is a question that gives the chemical structure of furan for students to identify.",None
3808,The professor said the correct answer is laterality. Lucy gave a false answer about the third dimension of hearing.,cause
3809,The temperature is very warm. Too many clouds hide the sunlight.,None
3810,The temperature is very warm. Phytoplankton thrive at amazaing rate.,effect
3811,Experts believe that poor people can also supplement a lot of protein. The incidence of lung cancer is high.,None
3812,Experts believe that poor people can also supplement a lot of protein. Eggs are very cheap.,cause
3813,Plant A belongs to ferns. Tom grows ferns in a vase hung very high.,None
3814,Plant A belongs to ferns. Plant A is called pteridophytes.,cause
3815,The inonic concentration has reached Equilibrium. Injure on the connective tissue wrapping each individual axon within the nerve is hard to treat.,None
3816,The inonic concentration has reached Equilibrium. It is in a steady state now.,effect
3817,Tom is a geneticist. Many insects and sometimes small fishes are caught by them.,None
3818,Tom is a geneticist. He has done a lot of researches on the differences and similarities between parents and children.,effect
3819,Papaverine are addictive. Opiums are addictive for its artificial component.,None
3820,Papaverine are addictive. Opiums are addictive for its natural component.,effect
3821,The only difference he found was that the gruel was thicker. Tom planted peonies without care.,None
3822,The only difference he found was that the gruel was thicker. Tom compared gruel with cereal broth.,cause
3823,"In the zoo, the students saw a kangaroo chewing all the time without eating food. The teacher explained that this is because of the function of ruminant stomaches.",effect
3824,"In the zoo, the students saw a kangaroo chewing all the time without eating food. The kangaroo is chewing gum.",None
3825,The habitats here have been destroyed. The stability in this natural ecosystem couldn't be maintained.,None
3826,The habitats here have been destroyed. The waterfowls were forced to fly away.,effect
3827,Inequality dissappointed the college student. This kind of emtion made her depressed.,None
3828,Inequality dissappointed the college student. He dropped out from the university.,effect
3829,He sits in front of the piano and play it every day to find the best melody for his creation. John is a composer.,cause
3830,He sits in front of the piano and play it every day to find the best melody for his creation. There are many earwigs in his house.,None
3831,Carbamates are used. The exhaust system is damaged.,None
3832,Carbamates are used. Natural enemies of mite pests are severely effected.,effect
3833,Some mountain ranges appeared on the continents after that. The experimenters searched all continents for Catarrhines.,None
3834,Some mountain ranges appeared on the continents after that. Several plate tectonics have occurred in history.,cause
3835,Workers often participate in the incineration process. Many workers are toxicated.,None
3836,Workers often participate in the incineration process. They were sickened by dioxins in the incineration process.,effect
3837,I have creatine inside myself. No antibody will be produced to resist Creatine.,None
3838,I have creatine inside myself. It is made by myself.,effect
3839,He usually seeks presence in front of ministers. The master only cares about the spiritual side of life.,None
3840,He usually seeks presence in front of ministers. He is a king.,cause
3841,Transport of nutrients across the outer membrane of mycobacterium. Mycobacteria absorb nutrients.,cause
3842,Transport of nutrients across the outer membrane of mycobacterium. Diffraction occurred in the nucleus.,None
3843,They usually hide beneath snapdragons. Many Chipmunks selected this forest as their habitat.,None
3844,They usually hide beneath snapdragons. Small fish need protection.,cause
3845,This chip is made by nanotechnology. It is too small to be seen with naked eyes.,effect
3846,This chip is made by nanotechnology. It is big enough to fill one's hand.,None
3847,He tried to stand the ball on the club. He did it.,effect
3848,He tried to stand the ball on the club. He was electrocuted.,None
3849,They become bosom friends now because of their frequent communication. These students communicate with each other.,None
3850,They become bosom friends now because of their frequent communication. Mary and Lily were strange to each other at the beginning of this term.,cause
3851,Tom has eaten a lot of food containing proteases. Prions in his body was killed a lot.,effect
3852,Tom has eaten a lot of food containing proteases. Tom was prisoned.,None
3853,He slept for an extremely long time. Tom was full of fatigue after a whole day's work.,cause
3854,He slept for an extremely long time. The doctor gave Tom an immunosuppressive injection ahead of time.,None
3855,He has many wrinkles. This old man has thin skin.,cause
3856,He has many wrinkles. This man is still very young.,None
3857,It suddenly rains. Winter is coming.,None
3858,It suddenly rains. There are plenty of dark clouds in the sky.,cause
3859,I always save live fresh food for them. Children are on holiday.,None
3860,I always save live fresh food for them. I love my baby crabs.,cause
3861,Passengers' bottles should have security check. Liquids tend to be dangerous on subway.,cause
3862,Passengers' bottles should have security check. The bus came to a sudden stop.,None
3863,Their society was harmed. Soldiers were not faithful to their general in acient times.,cause
3864,Their society was harmed. Soldiers were not careful to their general in acient times.,None
3865,Tom is an astronomer. He studies about different kinds of galaxies.,effect
3866,Tom is an astronomer. He can see distant objects clearly.,None
3867,"In China, traditional buses are gradually replaced by new energy vehicles. More and more traditional buses are replaced by new energy vehicles.",None
3868,"In China, traditional buses are gradually replaced by new energy vehicles. The carbon dioxide, one of the major greenhouse gases, content in the air decreases.",effect
3869,This material conducts electricity. The particles that make up the material collide with each other.,cause
3870,This material conducts electricity. This material doesn't resist friction at all.,None
3871,The fisherman caught a shark. He raised it with full carefulness.,None
3872,The fisherman caught a shark. He was biten by the shark and had no need to deal with the shark.,effect
3873,Scientists have discovered a large number of trogons. Scientists want to find the strongest kind of mammals.,None
3874,Scientists have discovered a large number of trogons. Scientists explore a cave.,cause
3875,He observed cavities in teeth. He knew dislocations occurred.,None
3876,He observed cavities in teeth. He drew a structural diagram.,effect
3877,Tom has installed some webcams in his aparment. They fly near Tom and want him to feed them.,None
3878,Tom has installed some webcams in his aparment. He can monitor the apartment through live Internet-connected cameras.,effect
3879,The old man attemped to eliminate diveristy in human life. It is more convenient for human's life.,None
3880,The old man attemped to eliminate diveristy in human life. He went against human nature.,effect
3881,Li Ming comes from Sichuan province. She mainly took care of the laity in her daily life.,None
3882,Li Ming comes from Sichuan province. Li Ming likes spicy food a lot.,effect
3883,Mary is a quite compassionate person. She often sympathizes with those children in orphanages.,None
3884,Mary is a quite compassionate person. She is proved to have a high level of spiritual awareness.,effect
3885,Tom watched a movie about vampire. He became excited.,None
3886,Tom watched a movie about vampire. He was in constant fear of it when sleeping.,effect
3887,All plants are producers. Plants could provide food and energy for other organisms.,effect
3888,All plants are producers. They can do what they want.,None
3889,The scientist has contributed an invention for the country. He has made a great contribution on protecting the environment.,None
3890,The scientist has contributed an invention for the country. He has signed a secure protocol.,effect
3891,Tom and Lucy are the same characters in the drama. Every week they will have a different male to serve as the leader.,None
3892,Tom and Lucy are the same characters in the drama. Both of them can do magical things.,effect
3893,"Each day over 1, 000 visitors enter the zoo through these gates for a visit. A zoo has three gates.",cause
3894,"Each day over 1, 000 visitors enter the zoo through these gates for a visit. Archaeologists repair the ancient writing on the rocks.",None
3895,Mike used sealants on granite. The liquids cannot seep into the granite.,effect
3896,Mike used sealants on granite. They found that most of it was marble.,None
3897,Acid rains lead to erosion. We should improve air condition in case of acid rains and soil loss.,effect
3898,Acid rains lead to erosion. We should improve air condition to facilitate acid rains and soil loss.,None
3899,The environment condition of this farm is getting worse and worse. The government immediately introduced windmills.,None
3900,The environment condition of this farm is getting worse and worse. The planters on this farm decides to move.,effect
3901,She is a menopausal woman. She cannot give birth to a baby now.,effect
3902,She is a menopausal woman. She eats croutons everyday.,None
3903,The planet suffered from global warming. The government immediately introduced windmills.,None
3904,The planet suffered from global warming. Scientists call for planting trees.,effect
3905,He was not allergic to the sunshine any more. Tom tanned his bdy.,cause
3906,He was not allergic to the sunshine any more. Tom has found the light particles are reacting with each other.,None
3907,The government accept the judge. He is approaching salvation.,None
3908,The government accept the judge. The whole country got a period of peace.,effect
3909,Guinea pigs become sick. Plant tomatoes in a cold place.,None
3910,Guinea pigs become sick. Keepers haven't give a bath to guinea pigs for a long time.,cause
3911,He cannot have nnticholinergics now. The doctor cut off Tom's tonsils.,None
3912,He cannot have nnticholinergics now. He had antiglaucoma drugs just now.,cause
3913,She added beets to her recipe. The pregnant woman needs a lot of folic acid.,cause
3914,She added beets to her recipe. The pregnant woman needs a lot of protein.,None
3915,The docter adviced him to take a moderate amount of magnesium. Tom's kidney was burned due to the relaxation of its blood vessels.,None
3916,The docter adviced him to take a moderate amount of magnesium. Tom's kidney was damaged due to the relaxation of its blood vessels.,cause
3917,Manny wants to learn from human anatomy and apply it to cephalopod anatomy. He dissected many living things.,None
3918,Manny wants to learn from human anatomy and apply it to cephalopod anatomy. Manny's professor stopped Manny.,effect
3919,This little vampire cannot find living blood from any resource. It is dying.,effect
3920,This little vampire cannot find living blood from any resource. The immunity system defend our body from being ill.,None
3921,He gets to acquire much knowledge. Tom is a teenager.,None
3922,He gets to acquire much knowledge. Tom studies very hard both at home and in school.,cause
3923,He felt a burning sensation. Jerry ate capsaicin for the first time.,cause
3924,He felt a burning sensation. Tom separatedly put the water and magnesium and the two pieces of magnesium into two beakers.,None
3925,He grabs a taxi. He wants to travel the Sahara desert.,None
3926,He grabs a taxi. Tom wants to go back to his residence.,cause
3927,It manages occurrence of data. The station set pingers around it.,None
3928,It manages occurrence of data. This special organization is in charge of tracking.,cause
3929,Alan's cardiovascular vessels have been compromised by atherosclerosis. Alan got thrombosis in his cardiovascular vessels.,effect
3930,Alan's cardiovascular vessels have been compromised by atherosclerosis. His platelet functions were affected.,None
3931,Stuents reponded waterbucks. Each of our recipies contains the oldest culinary spices.,None
3932,Stuents reponded waterbucks. The teacher asked students to list some kinds of large antelopes.,cause
3933,We invited some specialists. We need an examination to test your ability.,cause
3934,We invited some specialists. Topics provides keywords for brainstorming session.,None
3935,We need to measure the consumed resources. People can't eat enough food.,None
3936,We need to measure the consumed resources. We need to hire someone being good at accounting.,effect
3937,There's a lot of rodent bones here. They were eaten by killers.,effect
3938,There's a lot of rodent bones here. Most of them have achondroplasia.,None
3939,They may be cowbirds. This kind of bird bulids nests.,None
3940,They may be cowbirds. This kind of bird doesn't bulid nests.,cause
3941,Birds have feathers and humans have hair. Human beings are very similar to their ancestors.,None
3942,Birds have feathers and humans have hair. Both of birds' feathers and humans' hair grow as time goes by.,effect
3943,Aunt Li is in charge of cleaning. She always sneezes at work.,effect
3944,Aunt Li is in charge of cleaning. You should not touch its surface.,None
3945,It is at the equioxes. It has a good stability.,None
3946,It is at the equioxes. People have a slightly longer day than night.,effect
3947,The pilot found spruces with same height. The gar is a kind of fish that needs to breath in water.,None
3948,The pilot found spruces with same height. The helicopter passed a forest of spruces.,cause
3949,Both of people and the bear ran across the pasture. There are some people hunting the bear.,cause
3950,Both of people and the bear ran across the pasture. Amy switched on the light.,None
3951,Tom is a student majoring in microbiology. He has learned a lot of useful scientific knowledge.,None
3952,Tom is a student majoring in microbiology. He mainly does researches in bateria.,effect
3953,The ratio of its drift velocity to the strength of the electric field is large. The reaction is releasing great power.,None
3954,The ratio of its drift velocity to the strength of the electric field is large. This subject is of great mobility.,cause
3955,He found that diabetic affected blood circulation slowing healing. The doctor compared diabetes with ordinary patients.,cause
3956,He found that diabetic affected blood circulation slowing healing. This criminal breached the law.,None
3957,Mother pours water into the pot. Mother boils the water.,cause
3958,Mother pours water into the pot. Mother-in-law wants to plant some plants.,None
3959,There is a small drawer in this cabinet. Lucy can put some things which are seldom used into it.,effect
3960,There is a small drawer in this cabinet. It is larger than others.,None
3961,"The owner feed his poodles with dog food. The next day, he found them still there.",None
3962,The owner feed his poodles with dog food. His poodles thrived.,effect
3963,Tom divided the literature into different levels and choose the more authentic ones. Huntsmen always hunting birds.,None
3964,Tom divided the literature into different levels and choose the more authentic ones. Tom recently is researching the literature about this novel from many sources.,cause
3965,He found that their ribosomal subunits is structured different. Tom observed the cellular structure of paramecium and saccharomycete under a microscope.,None
3966,He found that their ribosomal subunits is structured different. Tom observed the cellular structure of paramecium and bacteria under a microscope.,cause
3967,They picked a lot of chrysanthemums. They extracted a lot of poppies from it.,None
3968,They picked a lot of chrysanthemums. They extracted a lot of pyrethrum from it.,effect
3969,Marine mammals dare not to approach these electronic beepers. There are aralias in this forest.,None
3970,Marine mammals dare not to approach these electronic beepers. The station set pingers around it.,cause
3971,The bird in the picture was about his height. Jack showed the photo of Austral thrushes that he had photographed in Brazil.,None
3972,The bird in the picture was about his height. Jack showed the photo of rheas that he had photographed in Brazil.,cause
3973,A year passed and he didn't find a chance. Tommy wanted to photograph a solitary walrus.,cause
3974,A year passed and he didn't find a chance. He bitterly regretted that the man had robbed him of the chance.,None
3975,The digestion of proteins in his body was very fast. The young boy took into some hallucinogens.,None
3976,The digestion of proteins in his body was very fast. He has a lot of peptidases in his body.,cause
3977,Potentially harmful metals were released. Heavy metal poisoning occurs frequently in recent years.,None
3978,Potentially harmful metals were released. The matter containning metal elements was acidified.,cause
3979,The old man has high blood lipids. He has a high level of leukotriene.,None
3980,The old man has high blood lipids. He is adviced to take in some lipases.,effect
3981,He is about to die. Tom has gallstone.,None
3982,He is about to die. He was stung just now.,cause
3983,The baby's head was slightly twisted. Tom's mother didn't do episiotomy when giving birth to a new baby.,cause
3984,The baby's head was slightly twisted. Tom's mother did episiotomy when giving birth to a new baby.,None
3985,I have become a significance presence here. I worked hard in this company for years.,cause
3986,I have become a significance presence here. The wind here is very strong.,None
3987,His father prompts him to observe the stripes. David wants to know the budgie's age.,cause
3988,His father prompts him to observe the stripes. Tom has just waken up from his sweet slumber.,None
3989,"As a result, he kept hiccups. He ate too fast and had stomach cramps.",cause
3990,"As a result, he kept hiccups. Tom's throat is inflamed.",None
3991,He got better by the enhanced immune system. Tom is exposed to the sun for a long time.,None
3992,He got better by the enhanced immune system. John had a cold.,cause
3993,The doctor prescribed him some medicine containing potassium. He wanted to had more calcium.,None
3994,The doctor prescribed him some medicine containing potassium. Mr. White has been suffering from constipation recently.,cause
3995,She works in a custom manufacturing industry. Amy makes a living by printing with machines.,cause
3996,She works in a custom manufacturing industry. Lucy is a female bonobo.,None
3997,He gets the flu every winter. Tom keeps coughing.,None
3998,He gets the flu every winter. Jack is in poor health.,cause
3999,The dog has thick fur. The dog needs more clothes to wear.,None
4000,The dog has thick fur. The dog doesn't feel cold in winter.,effect
4001,The young boy is learning to ride a bicycle. The youngest children needed to learn the interconnected system of relationships.,None
4002,The young boy is learning to ride a bicycle. His mother told to always wear bicycle helmets.,effect
4003,Tom planted a jasmine flower in a dark place. Soon after this jasmine flower died.,effect
4004,"Tom planted a jasmine flower in a dark place. Not long after he returned home, the  flower died.",None
4005,The control system achieve equilibrium. The control system is out of order.,None
4006,The control system achieve equilibrium. The control system is steady.,effect
4007,He is paralyzed. Strong ervical vagal stimulations occurred in his body.,None
4008,He is paralyzed. Tom was diagnosed with the streptomyce.,cause
4009,Some people attempted to make samples of most highly evolved sharks. Hammerheads are one of their targets.,effect
4010,Some people attempted to make samples of most highly evolved sharks. Acidification should be avoided.,None
4011,The safety can not be provided. The wing on one side of the plane malfunctioned.,None
4012,The safety can not be provided. There are not enough jailers.,cause
4013,He went to the priest to confess. He was sad that he had done something wrong.,cause
4014,He went to the priest to confess. He renounced his faith in Christianity.,None
4015,Her doctor told her they were ulcers and took it easy. Lucy felt worse about her body recently.,None
4016,Her doctor told her they were ulcers and took it easy. Mary felt terrible with the internal wounds in the inner lining of her intestine.,cause
4017,People in coastal areas began to take precautions against the typhoon. The weather report said there is a anticyclone coming here tonight.,None
4018,People in coastal areas began to take precautions against the typhoon. Typhoons can occur in the rainy season.,cause
4019,Jane could not watch TV. The power was out this morning.,cause
4020,Jane could not watch TV. Jane's computer was out of order.,None
4021,The adventurer recently went to a glacier valley. He found many broods hiding there.,None
4022,The adventurer recently went to a glacier valley. He found a crique.,effect
4023,Tensiometers failed. Air bubbles developed in the water column.,cause
4024,Tensiometers failed. He threw the old deck.,None
4025,These phytochemicals can be extracted. Deeply-buried rock is exposed at the earth's surface by erosion.,None
4026,These phytochemicals can be extracted. Plants including legumes contain non-nutritional chemicals.,cause
4027,He started his interesting marking behaviour. He had many pupae.,None
4028,He started his interesting marking behaviour. My cat noticed my neighbor's cat.,cause
4029,He eats celery. Tom eats an egg every day.,None
4030,He eats celery. Jerry wants to consume certain substances.,cause
4031,She practiced yoga frequently. The students consiously followed her steps.,None
4032,She practiced yoga frequently. The karmic particles flew into her soul.,effect
4033,The ducks saw a marsh. The ducks ran to the marsh.,effect
4034,The ducks saw a marsh. They always went to the marsh.,None
4035,Tom loves probing into the features of figures. He decides to study Geometry.,effect
4036,Tom loves probing into the features of figures. He has a deep understanding of Guillemot.,None
4037,John is an experienced thief. He has stolen something.,effect
4038,John is an experienced thief. John won't smoke cigarettes.,None
4039,I am a good dancer. I feel energetic.,None
4040,I am a good dancer. I have rotational inertia.,effect
4041,Bob is one partner of this company. His salary is relatively high.,None
4042,Bob is one partner of this company. He provides technical expertise.,effect
4043,Grain reached maturity. Farmers thought grain was produced.,effect
4044,Grain reached maturity. Its raw mataerials are conbustible.,None
4045,Mosquitoes abound near Tom's pond. Tom keeps some bullfrogs to kill mosquitoes.,effect
4046,Mosquitoes abound near Tom's pond. They didn't die in water.,None
4047,Tom has put a bismuth into the beaker. He found that the bismuth was oxidized after several hours.,effect
4048,Tom has put a bismuth into the beaker. There are more carbon dioxide in the air.,None
4049,Tom offered some food to attract the animals and he found that the raccoons came the fastest. Tom wanted to attract some animals to play with him.,cause
4050,Tom offered some food to attract the animals and he found that the raccoons came the fastest. It's time for the animals in the zoo to eat.,None
4051,These four pieces of candy are now in different hands. Mum cuts the sugar cubes into four pieces and puts them together.,None
4052,These four pieces of candy are now in different hands. Mother divides the sugar into four for the four children.,cause
4053,Coatis have a lot of limbs. They moved with agility.,effect
4054,Coatis have a lot of limbs. They have different kinds of muscles.,None
4055,I observed the piece of glass with a magnifiying glass. The glasses were fogging.,None
4056,I observed the piece of glass with a magnifiying glass. I saw impurities in it.,effect
4057,"The doctor advised Mr. Martin, who was often in low spirits and ill, to exercise more. His family thinks he can heal himself.",None
4058,"The doctor advised Mr. Martin, who was often in low spirits and ill, to exercise more. After starting to exercise for a period of time, he became much more energetic.",effect
4059,I didn't think he was disabled. I saw the man with myasthenia eating normally.,cause
4060,I didn't think he was disabled. I saw a badger run away from the pasture.,None
4061,People are struggling to find solutions to killing those pests. Bark beetles are widely distributed in those pines.,cause
4062,People are struggling to find solutions to killing those pests. Human beings need nutritious food for their survival.,None
4063,This is a ventilation duct. He found them breathing with their gills.,None
4064,This is a ventilation duct. It contains heating in it.,effect
4065,The girl is not skillful at controlling her mind. She gets angry quite easily.,effect
4066,The girl is not skillful at controlling her mind. She could not see.,None
4067,Tom experienced a rainy season. He was shocked by the number of aphids in his yard later.,effect
4068,Tom experienced a rainy season. He has lots of pimples on his face.,None
4069,Their son witnessed the tragedy. The couple fell in love in wars.,cause
4070,Their son witnessed the tragedy. A lot of christians were killed.,None
4071,Tom grows potatoes in saline soil. The potato crop is poor.,None
4072,Tom grows potatoes in saline soil. The potato crop is good.,effect
4073,The ancient Greeks were especially adept at geometry. Mathematics symbols are now common worldwide.,None
4074,The ancient Greeks were especially adept at geometry. The ancient Greeks were proficient in mathematics.,cause
4075,Jim likes skiing. No wonder he has such a healthy body.,effect
4076,Jim likes skiing. He applied for admission to many flight schools.,None
4077,Tom thought duchesses had beautiful eyes. Tom is a politician.,None
4078,Tom thought duchesses had beautiful eyes. Tom thought duchesses had beautiful features.,cause
4079,It flew everywhere to find cavities excavated by woodpeckers. The chickadee needed a nest.,cause
4080,It flew everywhere to find cavities excavated by woodpeckers. My Peafowl ran out of its cage.,None
4081,His body developed calcification. His skin is stretched loose by cellulites.,None
4082,His body developed calcification. The doctor examined whether his keratinous cyst had ruptured.,effect
4083,She is going to undergo abdominoplasty. The doctor gave her a general anesthesia.,effect
4084,She is going to undergo abdominoplasty. Its infective stage pleased me.,None
4085,The students were encouraged. The school organized many clubs as to the students' hobbies.,cause
4086,The students were encouraged. They want to know the size of the bulb.,None
4087,Lavender grows very well. He takes good care of lavender.,None
4088,Lavender grows very well. He sowed lavender seeds in low-nutrient soil.,cause
4089,The government bought this land to build a building. All the tail snakes under this land ran away to other places.,effect
4090,The government bought this land to build a building. The whole society makes great progress.,None
4091,The trees growing at similar rates in same environment compete for nutrients and so on. The growth of these trees can stagnate.,effect
4092,The trees growing at similar rates in same environment compete for nutrients and so on. Visitors find it easy to distinguish them.,None
4093,He concentrated the pigments onto the filter. He got a bottle of opalescent pigment.,None
4094,He concentrated the pigments onto the filter. The pigments decomposed spontaneously.,effect
4095,He was injured by the hailstone which was fixed n the roof. Tom was walking under the roof edge of the house.,cause
4096,He was injured by the hailstone which was fixed n the roof. Edward walked on the road and was hit by a small stone.,None
4097,They need to investigate the background of each company. A magazine wants to interview many international superstars.,None
4098,They need to investigate the background of each company. McKinsey &Co. has carried out various consulting businesses.,cause
4099,Sam is an entomologist. He can't bear the clsed space.,None
4100,Sam is an entomologist. Sam has a lot knowledge about insect reproduction.,effect
4101,Tom smoked marijuana. His nervous system was damaged.,effect
4102,Tom smoked marijuana. Saliva flew out from his mouth.,None
4103,The tires of the vehicle were lost. The vehicle cannot be controled.,effect
